Account ID,AC,Active?,Preparer Duration
5049-XXXX-INVENTORY : RETURNED FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : RETURNED FINISHED GOODS,Yes,14
5049-XXXX-INVENTORY : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : SEGMENT ALLOCATION,Yes,14
5049-XXXX-INVENTORY : STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : STOCK FINISHED GOODS,Yes,8
5049-XXXX-INVENTORY : WORK IN PROCESS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : WORK IN PROCESS,Yes,14
5049-XXXX-OTHER ACCOUNTS RECEIVABLE : MISC OPERATING RECEIVABLES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : MISC OPERATING RECEIVABLES,Yes,14
5049-XXXX-OTHER ACCOUNTS RECEIVABLE : PRICE PROTECTION RECEIVABLES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : PRICE PROTECTION RECEIVABLES,Yes,14
5049-XXXX-OTHER ACCOUNTS RECEIVABLE : RTV RECEIVABLES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : RTV RECEIVABLES,Yes,14
5049-XXXX-OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT,Yes,14
5049-XXXX-OTHER ACCOUNTS RECEIVABLE : WARRANTY REPLCMENT RECEIVABLES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : WARRANTY REPLCMENT RECEIVABLES,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : COMPUTER SUPPLIES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : COMPUTER SUPPLIES,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE (GAIN)/LOSS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE (GAIN)/LOSS,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE I/C (GAIN)/LOSS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE I/C (GAIN)/LOSS,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : WITHHOLDING TAX : 3RD PARTY-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WITHHOLDING TAX : 3RD PARTY,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : WITHHOLDING TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WITHHOLDING TAX,Yes,14
5049-XXXX-OTHER CURRENT LIABILITIES : WITHHOLDING TAXES ON RENT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WITHHOLDING TAXES ON RENT,Yes,14
5049-XXXX-PREPAID ASSETS : EMPLOYEE PAYROLL-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : EMPLOYEE PAYROLL,Yes,14
5049-XXXX-PREPAID ASSETS : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : OTHER,Yes,14
5049-XXXX-VAT-XXXX-XXXXX-XXXX-XXXX-XXXX,VAT,Yes,14
5050-1100-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR,Yes,14
5050-1100-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR,Yes,14
5050-1100-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES,Yes,14
5050-1100-ACCRUED PAYROLL & BENEFITS : OUTSIDE SALES COMMISSIONS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : OUTSIDE SALES COMMISSIONS,Yes,14
5050-1100-ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE,Yes,14
5050-1100-OTHER CURRENT LIABILITIES : CUSTOMER VOLUME REBATES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : CUSTOMER VOLUME REBATES,Yes,14
5050-1111-213001-ALL-ALL-ALL-ALL-ALL,213001,Yes,14
5050-1111-213002-ALL-ALL-ALL-ALL-ALL,213002,Yes,14
5050-1111-213004-ALL-ALL-ALL-ALL-ALL,213004,Yes,14
5050-1111-213006-ALL-ALL-ALL-ALL-ALL,213006,Yes,14
5050-1111-213007-ALL-ALL-ALL-ALL-ALL,213007,Yes,14
5050-1111-213079-ALL-ALL-ALL-ALL-ALL,213079,Yes,14
5050-1111-218012-ALL-ALL-ALL-ALL-ALL,218012,Yes,14
5050-1111-ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE,Yes,14
5050-2160-OTHER CURRENT LIABILITIES : CUSTOMER VOLUME REBATES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : CUSTOMER VOLUME REBATES,Yes,14
5050-4100-213006-ALL-ALL-ALL-ALL-ALL,213006,Yes,14
5050-4100-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR,Yes,14
5050-4100-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR,Yes,14
5050-4100-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES,Yes,14
5050-4140-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR,Yes,14
5050-4140-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR,Yes,14
5050-4140-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES,Yes,14
5050-4140-ACCRUED PAYROLL & BENEFITS : OUTSIDE SALES COMMISSIONS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : OUTSIDE SALES COMMISSIONS,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : ADJUSTMENTS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : ADJUSTMENTS,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : AP DEBITS TRANSFER TO AR : AP-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : AP DEBITS TRANSFER TO AR : AP,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : AR CREDITS TRANSFER TO AP : AP-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : AR CREDITS TRANSFER TO AP : AP,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : CASH CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : CASH CLEARING,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : CONCUR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : CONCUR,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : CURRENCY REVALUATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : CURRENCY REVALUATION,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : EQUIPMENT LEASE CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : EQUIPMENT LEASE CLEARING,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : OFFSETS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : OFFSETS,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : PROPERTY LEASE CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : PROPERTY LEASE CLEARING,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : SEGMENT ALLOCATION,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : TRADE,Yes,8
5050-XXXX-ACCOUNTS PAYABLE : UNPRESENTED CHECKS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNPRESENTED CHECKS,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED DIRECT SHIP MATERIAL-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED DIRECT SHIP MATERIAL,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED DUTIES / CUSTOMS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED DUTIES / CUSTOMS,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED FREIGHT/BROKERAGE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED FREIGHT/BROKERAGE,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED OFFSET-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED OFFSET,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED PPV/AP VAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED PPV/AP VAR,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED RETURNS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED RETURNS,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED TRADE MATERIALS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED TRADE MATERIALS,Yes,14
5050-XXXX-ACCOUNTS PAYABLE : VOUCHERS PAYABLE : A/P SYSTEMS :SXE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : VOUCHERS PAYABLE : A/P SYSTEMS :SXE,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : AP DEBITS TRANSFER TO AR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : AP DEBITS TRANSFER TO AR,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : AR CREDITS TRANSFER TO AP-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : AR CREDITS TRANSFER TO AP,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : CLEARANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : CLEARANCE,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : RESERVE : FUTURE CUST CREDITS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : RESERVE : FUTURE CUST CREDITS,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : TRADE AR BILL AND HOLD ADJUSTMENTS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : TRADE AR BILL AND HOLD ADJUSTMENTS,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : TRADE AR CURRENCY REVALUATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : TRADE AR CURRENCY REVALUATION,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : TRADE,Yes,8
5050-XXXX-ACCOUNTS RECEIVABLE : UNAPPLIED CASH : A/R OFFSET-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : UNAPPLIED CASH : A/R OFFSET,Yes,14
5050-XXXX-ACCOUNTS RECEIVABLE : UNAPPLIED CASH-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : UNAPPLIED CASH,Yes,14
5050-XXXX-ACCRUED PAYROLL & BENEFITS : 401K DEFINED CONTRIBUTION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : 401K DEFINED CONTRIBUTION,Yes,14
5050-XXXX-ACCRUED PAYROLL & BENEFITS : PAYROLL TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : PAYROLL TAXES,Yes,14
5050-XXXX-ACCRUED PAYROLL & BENEFITS : SALARIED EMPLOYEE SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : SALARIED EMPLOYEE SEGMENT ALLOCATION,Yes,14
5050-XXXX-ACCRUED PAYROLL & BENEFITS : SOCIAL SECURITY TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : SOCIAL SECURITY TAX,Yes,14
5050-XXXX-ACCRUED PAYROLL & BENEFITS : UNEMPLOYMENT TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : UNEMPLOYMENT TAXES,Yes,14
5050-XXXX-ACCRUED PAYROLL & BENEFITS : VACATION PAY-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : VACATION PAY,Yes,14
5050-XXXX-CASH : 820:NO:32587704650 OPER SEK-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : 820:NO:32587704650 OPER SEK,Yes,8
5050-XXXX-CASH : CASH CLEARING : GENERAL-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : CASH CLEARING : GENERAL,Yes,14
5050-XXXX-CASH : PETTY CASH-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : PETTY CASH,Yes,14
5050-XXXX-CASH : SUSPENSE CASH CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : SUSPENSE CASH CLEARING,Yes,14
5050-XXXX-DEFERRED INCOME TAXES : FEDERAL TAX ASSET-XXXX-XXXXX-XXXX-XXXX-XXXX,DEFERRED INCOME TAXES : FEDERAL TAX ASSET,Yes,14
5050-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,Yes,14
5050-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INTERCO INTEREST PAYABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INTERCO INTEREST PAYABLE,Yes,14
5050-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
5050-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
5050-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : SHORT TERM LOAN-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : SHORT TERM LOAN,Yes,14
5050-XXXX-INTERCOMPANY ACCOUNTS PAYABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE,Yes,14
5050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P,Yes,14
5050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
5050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
5050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE,Yes,14
5050-XXXX-INVENTORY : DIRECT SHIP FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : DIRECT SHIP FINISHED GOODS,Yes,8
5050-XXXX-INVENTORY : INTRANSIT CUT CHARGES-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT CUT CHARGES,Yes,14
5050-XXXX-INVENTORY : INTRANSIT FREIGHT-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT FREIGHT,Yes,14
5050-XXXX-INVENTORY : INTRANSIT LINE CHARGES-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT LINE CHARGES,Yes,14
5050-XXXX-INVENTORY : INTRANSIT MARKUP-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT MARKUP,Yes,14
5050-XXXX-INVENTORY : INTRANSIT STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT STOCK FINISHED GOODS,Yes,14
5050-XXXX-INVENTORY : INTRANSIT TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT TAX,Yes,14
5050-XXXX-INVENTORY : INTRANSIT UNVOUCHERED-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT UNVOUCHERED,Yes,14
5050-XXXX-INVENTORY : INVENTORY INTRACOMPANY INTRANSIT-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INVENTORY INTRACOMPANY INTRANSIT,Yes,14
5050-XXXX-INVENTORY : KAVA-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : KAVA,Yes,14
5050-XXXX-INVENTORY : RAW MATERIALS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : RAW MATERIALS,Yes,14
5050-XXXX-INVENTORY : RETURNED FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : RETURNED FINISHED GOODS,Yes,14
5050-XXXX-INVENTORY : STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : STOCK FINISHED GOODS,Yes,8
5050-XXXX-INVESTMENT IN SUBSIDIARY-XXXX-XXXXX-XXXX-XXXX-XXXX,INVESTMENT IN SUBSIDIARY,No,14
5050-XXXX-OTHER ACCOUNTS RECEIVABLE : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : OTHER,Yes,14
5050-XXXX-OTHER ACCOUNTS RECEIVABLE : PERSONNEL ADVANCES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : PERSONNEL ADVANCES,Yes,14
5050-XXXX-OTHER ACCOUNTS RECEIVABLE : PRICE PROTECTION RECEIVABLES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : PRICE PROTECTION RECEIVABLES,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : CASH CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : CASH CLEARING,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : DISCONTINUED ACCOUNTS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : DISCONTINUED ACCOUNTS,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE (GAIN)/LOSS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE (GAIN)/LOSS,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE I/C (GAIN)/LOSS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FOREIGN EXCHANGE I/C (GAIN)/LOSS,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : GENERAL LIABILITY INSURANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : GENERAL LIABILITY INSURANCE,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : LEGACY SYSTEM BALANCING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : LEGACY SYSTEM BALANCING,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : NON:RE LEASE CLEARING ACCT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : NON:RE LEASE CLEARING ACCT,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : PAYROLL PROCESSING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : PAYROLL PROCESSING,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : RE LEASE CLEARING ACCT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : RE LEASE CLEARING ACCT,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : RENT/OL : BLDG AND IMPR-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : RENT/OL : BLDG AND IMPR,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : REPAIRS AND MAINTENANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : REPAIRS AND MAINTENANCE,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : RESERVE : FUTURE CUSTOMER RETURNS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : RESERVE : FUTURE CUSTOMER RETURNS,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : TAX CASH CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : TAX CASH CLEARING,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : TRUCK LEASES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : TRUCK LEASES,No,14
5050-XXXX-OTHER CURRENT LIABILITIES : UTILITIES AND FUEL-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : UTILITIES AND FUEL,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : WAREHOUSE SUPPLIES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WAREHOUSE SUPPLIES,Yes,14
5050-XXXX-OTHER CURRENT LIABILITIES : WITHHOLDING TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WITHHOLDING TAX,Yes,14
5050-XXXX-PPE : CAPITAL LSE : TRUCK AND AUTO-XXXX-XXXXX-XXXX-XXXX-XXXX,PPE : CAPITAL LSE : TRUCK AND AUTO,No,8
5050-XXXX-PPE : CONSTRUCTION IN PROGRESS-XXXX-XXXXX-XXXX-XXXX-XXXX,PPE : CONSTRUCTION IN PROGRESS,Yes,8
5050-XXXX-PPE : PPE Cost-XXXX-XXXXX-XXXX-XXXX-XXXX,PPE : PPE Cost,Yes,8
5050-XXXX-PPE : PPE RESERVE-XXXX-XXXXX-XXXX-XXXX-XXXX,PPE : PPE RESERVE,Yes,8
5050-XXXX-PPE RESERVE : CAPITAL LSE ACCUMAMORT:TRUCK/AUTO-XXXX-XXXXX-XXXX-XXXX-XXXX,PPE RESERVE : CAPITAL LSE ACCUMAMORT:TRUCK/AUTO,No,8
5050-XXXX-PREPAID ASSETS : AUTO/TRUCK LEASE-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : AUTO/TRUCK LEASE,Yes,14
5050-XXXX-PREPAID ASSETS : DATA PROCESSING-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : DATA PROCESSING,Yes,14
5050-XXXX-PREPAID ASSETS : EMPLOYEE PAYROLL-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : EMPLOYEE PAYROLL,Yes,14
5050-XXXX-PREPAID ASSETS : EMPLOYEE PENSION-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : EMPLOYEE PENSION,Yes,14
5050-XXXX-PREPAID ASSETS : INSURANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : INSURANCE,Yes,14
